Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Lazer,Família com crianças,Parques aquáticos,2025-10-11,2025-10-17,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,748.85,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-24,2025-01-31,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,705.91,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-25,2025-07-31,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,497.09,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-25,2025-12-30,São Paulo - SP,Ensino Médio,Estudante,Mais de 10 salários mínimos,1760.14,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-07-05,2025-07-10,Campinas - SP,Superior Completo,CLT,Até 3 salários mínimos,730.06,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-01-16,2025-01-23,São Paulo - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,423.0,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-28,2025-02-04,Curitiba - PR,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1181.11,Turista econômico
Visitar familiares,Sozinho,Participar de eventos da cidade,2025-12-25,2025-12-30,Belo Horizonte - MG,Superior Incompleto,Estudante,3 a 6 salários mínimos,878.62,Turista fiel premium
Lazer,Sozinho,Parques aquáticos,2025-07-28,2025-08-01,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,3 a 6 salários mínimos,430.37,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-12-12,2025-12-19,Campinas - SP,Superior Completo,CLT,6 a 10 salários mínimos,796.95,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-12-01,2025-12-07,Campinas - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,768.86,Familia de parques aquaticos
Eventos,Família com crianças,Parques aquáticos,2025-07-03,2025-07-07,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,542.41,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-15,2025-07-20,Goiânia - GO,Superior Completo,Servidor Público,Mais de 10 salários mínimos,678.63,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-26,2025-08-02,Campinas - SP,Superior Incompleto,Aposentado,Até 3 salários mínimos,548.21,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2025-12-25,2025-12-29,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,809.94,Familia de parques aquaticos
Negócios,Casal,Hoteis,2025-05-09,2025-05-13,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,539.68,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-04-04,2025-04-08,Goiânia - GO,Superior Completo,Estudante,6 a 10 salários mínimos,639.32,Casal de fim de semana
Lazer,Grupo de amigos,Parques aquáticos,2025-12-22,2025-12-28,São José do Rio Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,517.38,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2025-02-16,2025-02-25,São Paulo - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,183.72,Turista econômico
Negócios,Sozinho,Hoteis,2025-04-07,2025-04-10,São Paulo - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,188.63,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-12-24,2025-12-28,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,475.79,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-11,2025-07-15,São Paulo - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,488.52,Familia de parques aquaticos
Eventos,Casal,Participar de eventos da cidade,2025-08-18,2025-08-24,Campinas - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,416.09,Turista de Evento
Visitar familiares,Casal,Hoteis,2025-10-13,2025-10-18,Belo Horizonte - MG,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1142.38,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-12-08,2025-12-12,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,646.14,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-22,2025-01-28,Curitiba - PR,Superior Completo,Servidor Público,3 a 6 salários mínimos,729.13,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-17,2025-12-23,São Paulo - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,691.57,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-02,2025-01-11,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,232.24,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-07,2025-12-12,Curitiba - PR,Superior Incompleto,Assalariado,6 a 10 salários mínimos,526.18,Familia de parques aquaticos
Negócios,Casal,Hoteis,2025-12-15,2025-12-19,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,243.22,Turista Corporativo
Eventos,Sozinho,Participar de eventos da cidade,2025-08-20,2025-08-25,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,368.37,Turista de Evento
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-04-21,2025-04-25,Goiânia - GO,Superior Completo,Aposentado,Até 3 salários mínimos,451.91,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-07-29,2025-08-04,São Paulo - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,658.18,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-07-25,2025-07-31,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,558.86,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-07-16,2025-07-23,Ribeirão Preto - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,506.38,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-01-04,2025-01-11,Goiânia - GO,Ensino Médio,Estudante,Até 3 salários mínimos,203.55,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-14,2025-07-23,São Paulo - SP,Superior Incompleto,Aposentado,Mais de 10 salários mínimos,188.32,Turista econômico
Lazer,Sozinho,Parques aquáticos,2025-07-27,2025-08-02,São Paulo - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,621.17,Familia de parques aquaticos
Eventos,Sozinho,Parques aquáticos,2025-01-08,2025-01-12,Ribeirão Preto - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,544.47,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-01-20,2025-01-24,Campinas - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,687.18,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-07-18,2025-07-21,Curitiba - PR,Superior Completo,Estudante,3 a 6 salários mínimos,678.39,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-01-23,2025-01-27,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,648.51,Familia de parques aquaticos
Negócios,Casal,Hoteis,2025-06-09,2025-06-11,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,3 a 6 salários mínimos,158.43,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-07,2025-01-15,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,123.54,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-04-20,2025-04-23,Campinas - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,641.22,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-01-09,2025-01-13,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,665.07,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-12-30,2025-12-31,São Paulo - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,181.13,Turista Corporativo
Lazer,Casal,Parques aquáticos,2025-06-04,2025-06-10,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,606.89,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-10-15,2025-10-22,São Paulo - SP,Pós-graduação,Estudante,Mais de 10 salários mínimos,1277.8,Familia de parques aquaticos
Negócios,Família com crianças,Hoteis,2025-03-17,2025-03-21,São Paulo - SP,Superior Completo,Estudante,Até 3 salários mínimos,214.05,Turista Corporativo
Lazer,Casal,Parques aquáticos,2025-06-29,2025-07-05,São Paulo - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,319.54,Familia de parques aquaticos
Lazer,Casal,Participar de eventos da cidade,2025-11-03,2025-11-07,São José do Rio Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,658.64,Casal de fim de semana
Lazer,Família com crianças,Hoteis,2025-01-09,2025-01-17,São José do Rio Preto - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,132.21,Turista econômico
Lazer,Sozinho,Parques aquáticos,2025-07-02,2025-07-07,Goiânia - GO,Pós-graduação,Assalariado,6 a 10 salários mínimos,633.75,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-07-30,2025-08-06,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,671.24,Familia de parques aquaticos
Eventos,Grupo de amigos,Participar de eventos da cidade,2025-08-20,2025-08-24,São Paulo - SP,Pós-graduação,Servidor Público,3 a 6 salários mínimos,353.05,Turista de Evento
Eventos,Casal,Hoteis,2025-12-23,2025-12-25,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,903.96,Turista fiel premium
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-04-21,2025-04-22,Campinas - SP,Ensino Médio,CLT,6 a 10 salários mínimos,197.36,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-24,2026-01-01,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,198.1,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-07-07,2025-07-15,São Paulo - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,230.61,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-29,2026-01-04,Goiânia - GO,Superior Incompleto,CLT,Até 3 salários mínimos,157.21,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-27,2025-12-31,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,482.69,Familia de parques aquaticos
Eventos,Grupo de amigos,Participar de eventos da cidade,2025-08-20,2025-08-26,Curitiba - PR,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,264.81,Turista de Evento
Visitar familiares,Família com crianças,Hoteis,2025-06-04,2025-06-09,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1748.48,Turista fiel premium
Visitar familiares,Casal,Hoteis,2025-10-13,2025-10-18,Campinas - SP,Pós-graduação,CLT,Mais de 10 salários mínimos,1046.73,Turista fiel premium
Lazer,Casal,Parques aquáticos,2025-01-07,2025-01-13,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,643.75,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-02-18,2025-02-25,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,456.05,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-11,2025-12-18,São José do Rio Preto - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,663.54,Familia de parques aquaticos
Visitar familiares,Sozinho,"Restaurantes, parques, saídas à noite",2025-10-15,2025-10-18,São Paulo - SP,Ensino Médio,CLT,6 a 10 salários mínimos,236.47,Turista Corporativo
Eventos,Família com crianças,Parques aquáticos,2025-07-12,2025-07-19,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,655.59,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-04-14,2025-04-15,Campinas - SP,Superior Incompleto,CLT,Mais de 10 salários mínimos,499.36,Turista Corporativo
Visitar familiares,Sozinho,Hoteis,2025-10-11,2025-10-14,Goiânia - GO,Pós-graduação,Servidor Público,3 a 6 salários mínimos,809.48,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-11,2025-01-18,Belo Horizonte - MG,Ensino Médio,Servidor Público,Até 3 salários mínimos,183.59,Turista econômico
Negócios,Sozinho,Hoteis,2025-10-16,2025-10-18,Ribeirão Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,147.97,Turista Corporativo
Negócios,Sozinho,Hoteis,2025-04-23,2025-04-24,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,123.46,Turista Corporativo
Lazer,Grupo de amigos,Parques aquáticos,2025-07-24,2025-07-29,Goiânia - GO,Superior Completo,Servidor Público,6 a 10 salários mínimos,658.27,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-01-05,2025-01-14,Goiânia - GO,Ensino Médio,Assalariado,6 a 10 salários mínimos,918.72,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-31,2026-01-05,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,457.51,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-23,2025-12-29,Ribeirão Preto - SP,Ensino Médio,CLT,Mais de 10 salários mínimos,204.68,Turista econômico
Visitar familiares,Casal,Hoteis,2025-12-30,2026-01-04,São Paulo - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,356.8,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-06-05,2025-06-10,São Paulo - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,573.9,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-09,2025-01-16,Belo Horizonte - MG,Superior Incompleto,Aposentado,6 a 10 salários mínimos,621.15,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-12-23,2025-12-25,Goiânia - GO,Superior Completo,Aposentado,6 a 10 salários mínimos,741.39,Turista fiel premium
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-12-01,2025-12-08,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,686.44,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-06,2025-09-07,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,525.21,Casal de fim de semana
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-10-13,2025-10-18,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1593.87,Turista fiel premium
Lazer,Casal,Parques aquáticos,2025-07-07,2025-07-12,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,779.58,Familia de parques aquaticos
Eventos,Família com crianças,Conhecer pontos turísticos principais,2025-01-15,2025-01-24,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,159.01,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-07,2025-07-11,Campinas - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,684.46,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-07-18,2025-07-26,Curitiba - PR,Ensino Médio,Aposentado,Até 3 salários mínimos,176.67,Turista econômico
Visitar familiares,Casal,Hoteis,2025-10-10,2025-10-14,Campinas - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1524.5,Turista fiel premium
Visitar familiares,Família com crianças,Participar de eventos da cidade,2025-10-13,2025-10-18,Goiânia - GO,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1594.2,Turista fiel premium
Lazer,Grupo de amigos,Parques aquáticos,2025-08-10,2025-08-15,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,705.11,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2025-10-10,2025-10-15,São Paulo - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,410.72,Turista fiel premium
Lazer,Casal,Parques aquáticos,2025-01-31,2025-02-04,Ribeirão Preto - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,614.85,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-11-03,2025-11-06,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,789.1,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-10-03,2025-10-12,São Paulo - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,200.57,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-02,2025-12-10,São José do Rio Preto - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,110.51,Turista econômico
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2025-01-10,2025-01-16,Ribeirão Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,156.49,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-10-30,2025-11-06,Campinas - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,1650.54,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-26,2025-02-02,Ribeirão Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,579.74,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2025-12-29,2026-01-03,Campinas - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1415.32,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-07-06,2025-07-11,Goiânia - GO,Superior Incompleto,Servidor Público,Até 3 salários mínimos,212.1,Familia de parques aquaticos
Visitar familiares,Casal,Parques aquáticos,2025-01-17,2025-01-21,Goiânia - GO,Pós-graduação,Aposentado,6 a 10 salários mínimos,569.27,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2025-12-01,2025-12-08,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,476.85,Familia de parques aquaticos
Negócios,Casal,Hoteis,2025-06-09,2025-06-10,Campinas - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,149.34,Turista Corporativo
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2025-12-11,2025-12-20,Belo Horizonte - MG,Ensino Médio,Aposentado,3 a 6 salários mínimos,197.52,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-26,2025-12-31,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,573.27,Familia de parques aquaticos
Lazer,Casal,Participar de eventos da cidade,2025-01-22,2025-01-23,Goiânia - GO,Superior Completo,Servidor Público,6 a 10 salários mínimos,557.69,Casal de fim de semana
Lazer,Casal,Parques aquáticos,2025-07-31,2025-08-07,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,118.83,Familia de parques aquaticos
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-07-25,2025-08-01,Curitiba - PR,Pós-graduação,CLT,Até 3 salários mínimos,195.4,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-07,2025-07-11,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,570.3,Familia de parques aquaticos
Negócios,Sozinho,Parques aquáticos,2025-12-23,2025-12-24,São Paulo - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,235.86,Turista Corporativo
Lazer,Grupo de amigos,Conhecer pontos turísticos principais,2025-12-30,2026-01-04,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,777.95,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-08,2025-01-15,Goiânia - GO,Superior Incompleto,Assalariado,6 a 10 salários mínimos,641.82,Familia de parques aquaticos
Eventos,Sozinho,Hoteis,2025-06-03,2025-06-08,São Paulo - SP,Pós-graduação,Aposentado,Mais de 10 salários mínimos,1271.8,Turista fiel premium
Eventos,Casal,Parques aquáticos,2025-02-01,2025-02-07,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,136.58,Turista econômico
Visitar familiares,Grupo de amigos,Hoteis,2025-10-13,2025-10-17,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1132.57,Turista fiel premium
Lazer,Família com crianças,Participar de eventos da cidade,2025-01-05,2025-01-11,Goiânia - GO,Superior Completo,Aposentado,6 a 10 salários mínimos,582.8,Familia de parques aquaticos
Eventos,Casal,Participar de eventos da cidade,2025-08-20,2025-08-25,Campinas - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,147.38,Turista de Evento
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-12-14,2025-12-21,São Paulo - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,242.53,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-06,2025-07-10,São José do Rio Preto - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,546.31,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-05,2025-12-09,Curitiba - PR,Superior Completo,Estudante,6 a 10 salários mínimos,588.82,Familia de parques aquaticos
Negócios,Grupo de amigos,Hoteis,2025-11-06,2025-11-10,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,141.19,Turista Corporativo
Lazer,Sozinho,Parques aquáticos,2025-12-08,2025-12-13,Ribeirão Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,748.77,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-03-14,2025-03-16,São Paulo - SP,Pós-graduação,CLT,6 a 10 salários mínimos,459.12,Casal de fim de semana
Lazer,Grupo de amigos,Parques aquáticos,2025-07-15,2025-07-21,Ribeirão Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,533.94,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-24,2025-12-28,São José do Rio Preto - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,132.12,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-10-14,2025-10-20,Ribeirão Preto - SP,Pós-graduação,Estudante,3 a 6 salários mínimos,1445.67,Turista econômico
Visitar familiares,Família com crianças,Parques aquáticos,2025-01-01,2025-01-05,São Paulo - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,654.08,Familia de parques aquaticos
Visitar familiares,Família com crianças,Participar de eventos da cidade,2025-10-07,2025-10-14,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,169.7,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-28,2026-01-04,São José do Rio Preto - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,341.74,Turista econômico
Negócios,Sozinho,Conhecer pontos turísticos principais,2025-03-12,2025-03-14,Goiânia - GO,Ensino Médio,Estudante,6 a 10 salários mínimos,775.56,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-12-26,2025-12-31,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,650.21,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-23,2025-12-29,São José do Rio Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,555.34,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-12-23,2025-12-27,São José do Rio Preto - SP,Superior Completo,Aposentado,Mais de 10 salários mínimos,1442.66,Turista fiel premium
Negócios,Família com crianças,Parques aquáticos,2025-03-03,2025-03-07,Ribeirão Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,784.94,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-11,2025-01-15,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,134.56,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-11-24,2025-11-25,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,246.29,Turista Corporativo
Lazer,Sozinho,Parques aquáticos,2025-12-20,2025-12-26,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,215.58,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-09,2025-12-17,Belo Horizonte - MG,Ensino Médio,Aposentado,Até 3 salários mínimos,176.02,Turista econômico
Negócios,Sozinho,Participar de eventos da cidade,2025-02-07,2025-02-08,Ribeirão Preto - SP,Superior Incompleto,Aposentado,Até 3 salários mínimos,151.66,Turista Corporativo
Eventos,Casal,Hoteis,2025-08-19,2025-08-23,Curitiba - PR,Ensino Médio,Servidor Público,6 a 10 salários mínimos,130.69,Turista de Evento
Visitar familiares,Família com crianças,Hoteis,2025-10-13,2025-10-16,São Paulo - SP,Ensino Médio,CLT,Mais de 10 salários mínimos,969.82,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-12-08,2025-12-13,Campinas - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,780.93,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-26,2025-07-31,São Paulo - SP,Ensino Médio,Estudante,Mais de 10 salários mínimos,139.07,Familia de parques aquaticos
Lazer,Sozinho,Hoteis,2025-09-08,2025-09-09,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,484.79,Casal de fim de semana
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-02-21,2025-02-23,São Paulo - SP,Ensino Médio,CLT,6 a 10 salários mínimos,680.06,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-03-14,2025-03-19,Belo Horizonte - MG,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1904.96,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-16,2025-01-23,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,229.18,Turista econômico
Lazer,Casal,Parques aquáticos,2025-07-18,2025-07-24,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1090.53,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-04-30,2025-05-03,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,150.52,Turista Corporativo
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2025-12-02,2025-12-08,Campinas - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,403.05,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-10-26,2025-10-30,São José do Rio Preto - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,696.7,Casal de fim de semana
Negócios,Sozinho,Hoteis,2025-08-18,2025-08-19,São Paulo - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,269.56,Turista Corporativo
