Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Negócios,Família com crianças,Hoteis,2021-11-04,2021-11-06,São José do Rio Preto - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,102.13,Turista Corporativo
Lazer,Sozinho,Conhecer pontos turísticos principais,2021-12-25,2021-12-27,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,548.92,Turista fiel premium
Lazer,Casal,Parques aquáticos,2021-04-24,2021-04-30,Belo Horizonte - MG,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1421.86,Familia de parques aquaticos
Eventos,Sozinho,Participar de eventos da cidade,2021-12-25,2021-12-30,Curitiba - PR,Ensino Médio,Servidor Público,Até 3 salários mínimos,120.56,Turista fiel premium
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2021-01-23,2021-01-31,Campinas - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,229.59,Turista econômico
Visitar familiares,Sozinho,Hoteis,2021-06-14,2021-06-16,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1266.55,Turista fiel premium
Visitar familiares,Família com crianças,Participar de eventos da cidade,2021-07-28,2021-08-03,São José do Rio Preto - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,158.61,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-01-17,2021-01-24,São Paulo - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,485.15,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2021-04-26,2021-04-27,Curitiba - PR,Superior Incompleto,Aposentado,Até 3 salários mínimos,122.16,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-12-12,2021-12-18,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,562.21,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-09,2021-01-17,São José do Rio Preto - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,385.07,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-01-12,2021-01-19,São Paulo - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,783.16,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-20,2021-07-26,Goiânia - GO,Pós-graduação,Assalariado,Mais de 10 salários mínimos,1561.74,Familia de parques aquaticos
Eventos,Grupo de amigos,Hoteis,2021-07-03,2021-07-10,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,687.28,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-22,2021-12-27,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,797.89,Familia de parques aquaticos
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2021-11-03,2021-11-07,Campinas - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,673.0,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2021-12-23,2021-12-29,Belo Horizonte - MG,Superior Completo,CLT,Até 3 salários mínimos,134.57,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-25,2021-12-31,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,515.94,Familia de parques aquaticos
Eventos,Casal,Hoteis,2022-01-01,2022-01-06,São Paulo - SP,Pós-graduação,CLT,6 a 10 salários mínimos,1347.19,Turista fiel premium
Eventos,Sozinho,Participar de eventos da cidade,2021-08-20,2021-08-26,São Paulo - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,256.97,Turista de Evento
Negócios,Sozinho,Hoteis,2021-01-11,2021-01-14,Goiânia - GO,Pós-graduação,CLT,Até 3 salários mínimos,235.03,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-12-19,2021-12-24,Ribeirão Preto - SP,Ensino Médio,CLT,6 a 10 salários mínimos,512.18,Familia de parques aquaticos
Eventos,Família com crianças,Parques aquáticos,2021-08-21,2021-08-27,Goiânia - GO,Superior Incompleto,Estudante,3 a 6 salários mínimos,447.43,Turista de Evento
Eventos,Grupo de amigos,Participar de eventos da cidade,2021-08-19,2021-08-25,São José do Rio Preto - SP,Pós-graduação,Assalariado,3 a 6 salários mínimos,308.12,Turista de Evento
Eventos,Sozinho,Participar de eventos da cidade,2021-08-20,2021-08-24,Campinas - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,306.16,Turista de Evento
Negócios,Sozinho,Hoteis,2021-10-18,2021-10-22,Ribeirão Preto - SP,Ensino Médio,CLT,3 a 6 salários mínimos,185.53,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-11-14,2021-11-18,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,658.65,Casal de fim de semana
Visitar familiares,Sozinho,Hoteis,2021-12-26,2021-12-31,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,389.46,Turista fiel premium
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2021-04-20,2021-04-22,Goiânia - GO,Pós-graduação,Estudante,6 a 10 salários mínimos,685.69,Casal de fim de semana
Eventos,Sozinho,Hoteis,2021-08-18,2021-08-24,São Paulo - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,274.86,Turista de Evento
Negócios,Família com crianças,Conhecer pontos turísticos principais,2021-12-15,2021-12-21,Curitiba - PR,Superior Incompleto,CLT,6 a 10 salários mínimos,687.95,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2021-01-03,2021-01-07,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,676.47,Familia de parques aquaticos
Negócios,Casal,Hoteis,2021-12-29,2021-12-30,Curitiba - PR,Pós-graduação,Estudante,6 a 10 salários mínimos,542.47,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-12-03,2021-12-12,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,240.36,Turista econômico
Negócios,Grupo de amigos,Parques aquáticos,2021-07-19,2021-07-22,Goiânia - GO,Ensino Médio,Aposentado,Até 3 salários mínimos,232.54,Turista Corporativo
Lazer,Casal,Participar de eventos da cidade,2021-12-22,2021-12-29,Campinas - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,691.0,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2021-07-03,2021-07-09,Ribeirão Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,673.65,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2021-01-10,2021-01-16,Ribeirão Preto - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,753.62,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,"Restaurantes, parques, saídas à noite",2021-01-05,2021-01-09,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,468.84,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2021-12-27,2021-12-31,Goiânia - GO,Superior Completo,Assalariado,3 a 6 salários mínimos,398.18,Familia de parques aquaticos
Negócios,Grupo de amigos,Hoteis,2021-03-23,2021-03-27,São José do Rio Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,760.39,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-07-23,2021-07-27,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,794.99,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-02,2021-07-09,Curitiba - PR,Ensino Médio,Aposentado,Até 3 salários mínimos,132.53,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-01-25,2021-01-31,Ribeirão Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,349.94,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-14,2021-01-18,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,683.25,Familia de parques aquaticos
Negócios,Família com crianças,Hoteis,2021-08-12,2021-08-14,Belo Horizonte - MG,Ensino Médio,CLT,3 a 6 salários mínimos,200.03,Turista Corporativo
Visitar familiares,Casal,Participar de eventos da cidade,2021-10-13,2021-10-15,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1872.53,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-22,2021-01-30,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,168.23,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-02,2021-07-11,Goiânia - GO,Pós-graduação,Assalariado,6 a 10 salários mínimos,211.01,Turista econômico
Negócios,Sozinho,Hoteis,2021-11-25,2021-11-29,Campinas - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,173.77,Turista Corporativo
Lazer,Família com crianças,Participar de eventos da cidade,2021-12-26,2022-01-01,Belo Horizonte - MG,Superior Incompleto,CLT,Mais de 10 salários mínimos,565.67,Familia de parques aquaticos
Negócios,Sozinho,Participar de eventos da cidade,2021-03-22,2021-03-26,São Paulo - SP,Pós-graduação,CLT,3 a 6 salários mínimos,509.59,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-12-02,2021-12-08,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,938.36,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2021-10-16,2021-10-23,Campinas - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,476.61,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2021-07-03,2021-07-10,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,619.64,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-22,2021-12-28,Goiânia - GO,Superior Incompleto,Estudante,6 a 10 salários mínimos,755.23,Familia de parques aquaticos
Eventos,Família com crianças,Parques aquáticos,2021-01-30,2021-02-06,Campinas - SP,Superior Completo,Aposentado,3 a 6 salários mínimos,647.57,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-15,2021-07-21,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,735.19,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-28,2021-08-04,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,128.11,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-01-18,2021-01-24,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,562.88,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2021-01-20,2021-01-25,Campinas - SP,Pós-graduação,CLT,Até 3 salários mínimos,759.17,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2021-07-30,2021-08-03,Goiânia - GO,Superior Incompleto,Estudante,3 a 6 salários mínimos,799.14,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-17,2021-07-22,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,725.37,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2021-06-05,2021-06-10,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1483.06,Turista fiel premium
Lazer,Sozinho,Parques aquáticos,2021-01-12,2021-01-16,Belo Horizonte - MG,Pós-graduação,Assalariado,6 a 10 salários mínimos,499.17,Familia de parques aquaticos
Eventos,Casal,Parques aquáticos,2021-11-10,2021-11-15,Campinas - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,387.95,Turista de Evento
Lazer,Casal,Parques aquáticos,2021-12-14,2021-12-21,Belo Horizonte - MG,Superior Incompleto,Assalariado,3 a 6 salários mínimos,341.76,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-19,2021-07-28,Campinas - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,247.33,Turista econômico
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2021-01-20,2021-01-27,São Paulo - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,632.55,Familia de parques aquaticos
Saúde/Bem-estar,Sozinho,Hoteis,2021-07-29,2021-08-02,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,109.72,Turista Corporativo
Visitar familiares,Sozinho,Hoteis,2021-09-24,2021-09-28,São Paulo - SP,Pós-graduação,Assalariado,Mais de 10 salários mínimos,1482.99,Turista fiel premium
Negócios,Família com crianças,Hoteis,2021-08-09,2021-08-11,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,224.33,Turista Corporativo
Negócios,Família com crianças,Hoteis,2021-12-30,2022-01-03,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,506.66,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-08,2021-07-16,Ribeirão Preto - SP,Superior Completo,Aposentado,Até 3 salários mínimos,221.63,Turista econômico
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2021-01-27,2021-01-31,Campinas - SP,Ensino Médio,CLT,Até 3 salários mínimos,181.09,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-06-02,2021-06-07,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,489.95,Familia de parques aquaticos
Eventos,Sozinho,Hoteis,2021-12-10,2021-12-11,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,202.08,Turista Corporativo
Negócios,Sozinho,"Restaurantes, parques, saídas à noite",2021-08-20,2021-08-24,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,230.75,Turista de Evento
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2021-10-20,2021-10-22,São Paulo - SP,Superior Completo,CLT,Mais de 10 salários mínimos,1261.31,Turista fiel premium
Lazer,Sozinho,Parques aquáticos,2021-12-14,2021-12-19,Campinas - SP,Superior Completo,CLT,6 a 10 salários mínimos,587.81,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-08,2021-07-13,Ribeirão Preto - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,723.82,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-08,2021-01-12,Curitiba - PR,Superior Incompleto,Assalariado,6 a 10 salários mínimos,705.37,Familia de parques aquaticos
Lazer,Grupo de amigos,Conhecer pontos turísticos principais,2021-12-26,2022-01-02,Ribeirão Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,508.0,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-10-13,2021-10-17,São Paulo - SP,Pós-graduação,Aposentado,Mais de 10 salários mínimos,789.37,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-12,2021-07-16,Curitiba - PR,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,300.48,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2021-07-19,2021-07-26,Belo Horizonte - MG,Superior Completo,Servidor Público,3 a 6 salários mínimos,719.6,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-18,2021-01-24,Campinas - SP,Ensino Médio,CLT,Até 3 salários mínimos,197.13,Turista econômico
Negócios,Sozinho,Hoteis,2021-01-19,2021-01-22,Curitiba - PR,Ensino Médio,Servidor Público,6 a 10 salários mínimos,240.67,Turista Corporativo
Negócios,Família com crianças,Parques aquáticos,2021-12-30,2022-01-06,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,788.99,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-11-18,2021-11-25,São José do Rio Preto - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,736.23,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-07-30,2021-08-05,Campinas - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,559.36,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-12-09,2021-12-15,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,165.3,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-03-20,2021-03-24,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,539.54,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2022-01-01,2022-01-05,São José do Rio Preto - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,160.29,Turista fiel premium
Visitar familiares,Casal,"Restaurantes, parques, saídas à noite",2021-06-05,2021-06-08,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,839.14,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-01-29,2021-02-05,Campinas - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,339.43,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-13,2021-01-20,Curitiba - PR,Superior Completo,Servidor Público,6 a 10 salários mínimos,610.23,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-16,2021-07-21,São José do Rio Preto - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1795.1,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2021-10-13,2021-10-16,Goiânia - GO,Ensino Médio,CLT,Até 3 salários mínimos,838.1,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-12-18,2021-12-25,Curitiba - PR,Pós-graduação,Assalariado,Até 3 salários mínimos,115.27,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-04-22,2021-04-24,São José do Rio Preto - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,754.05,Casal de fim de semana
Negócios,Sozinho,Participar de eventos da cidade,2021-12-09,2021-12-11,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,181.63,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-02-18,2021-02-25,Curitiba - PR,Ensino Médio,Aposentado,Até 3 salários mínimos,157.01,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-10-10,2021-10-17,São José do Rio Preto - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,238.54,Turista econômico
Eventos,Família com crianças,Parques aquáticos,2021-05-06,2021-05-12,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,162.37,Familia de parques aquaticos
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2021-01-23,2021-01-29,Belo Horizonte - MG,Ensino Médio,Aposentado,Até 3 salários mínimos,249.82,Turista econômico
Lazer,Família com crianças,Participar de eventos da cidade,2021-07-25,2021-08-01,São Paulo - SP,Ensino Médio,Assalariado,Mais de 10 salários mínimos,733.33,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2021-01-07,2021-01-11,Curitiba - PR,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,453.5,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-02-16,2021-02-24,Ribeirão Preto - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,177.05,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-07-29,2021-08-04,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,983.21,Familia de parques aquaticos
Saúde/Bem-estar,Sozinho,"Restaurantes, parques, saídas à noite",2021-12-13,2021-12-15,Belo Horizonte - MG,Ensino Médio,Servidor Público,6 a 10 salários mínimos,242.61,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-01-18,2021-01-22,Goiânia - GO,Ensino Médio,Servidor Público,6 a 10 salários mínimos,222.1,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-12,2021-07-20,Curitiba - PR,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1579.48,Turista econômico
Lazer,Casal,Parques aquáticos,2021-12-20,2021-12-24,Belo Horizonte - MG,Ensino Médio,CLT,6 a 10 salários mínimos,490.45,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,"Restaurantes, parques, saídas à noite",2021-01-26,2021-02-03,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,187.1,Turista econômico
Visitar familiares,Casal,Participar de eventos da cidade,2021-06-17,2021-06-19,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,240.39,Casal de fim de semana
Negócios,Grupo de amigos,Hoteis,2021-04-27,2021-04-29,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,114.17,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-05-02,2021-05-05,São Paulo - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,214.36,Casal de fim de semana
Negócios,Casal,Parques aquáticos,2021-05-02,2021-05-04,São José do Rio Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,505.05,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2021-12-05,2021-12-10,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,790.42,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-12,2021-12-19,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,550.64,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-28,2022-01-04,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,687.19,Familia de parques aquaticos
Negócios,Família com crianças,Conhecer pontos turísticos principais,2021-11-01,2021-11-05,Curitiba - PR,Ensino Médio,Servidor Público,6 a 10 salários mínimos,705.04,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2021-01-23,2021-01-31,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1864.2,Turista econômico
Lazer,Família com crianças,Hoteis,2021-05-16,2021-05-20,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,772.72,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2021-03-04,2021-03-05,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,591.16,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-12-22,2021-12-28,São José do Rio Preto - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,104.44,Turista econômico
Eventos,Casal,Parques aquáticos,2021-08-20,2021-08-26,Belo Horizonte - MG,Superior Incompleto,Estudante,3 a 6 salários mínimos,406.23,Turista de Evento
Visitar familiares,Família com crianças,Hoteis,2021-04-16,2021-04-24,Belo Horizonte - MG,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,125.88,Turista econômico
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2021-07-09,2021-07-14,Curitiba - PR,Superior Incompleto,Servidor Público,Até 3 salários mínimos,440.47,Familia de parques aquaticos
Lazer,Casal,Conhecer pontos turísticos principais,2021-10-12,2021-10-16,Ribeirão Preto - SP,Superior Completo,Aposentado,3 a 6 salários mínimos,568.28,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-30,2021-02-04,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,336.63,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2021-04-19,2021-04-21,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,551.71,Casal de fim de semana
Lazer,Família com crianças,Conhecer pontos turísticos principais,2021-07-18,2021-07-27,São Paulo - SP,Superior Completo,Estudante,Até 3 salários mínimos,202.68,Turista econômico
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2021-01-28,2021-02-05,São Paulo - SP,Ensino Médio,CLT,6 a 10 salários mínimos,173.27,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-12-16,2021-12-20,Curitiba - PR,Superior Incompleto,CLT,3 a 6 salários mínimos,335.31,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-04-29,2021-05-01,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,478.91,Casal de fim de semana
Visitar familiares,Família com crianças,Hoteis,2021-12-25,2021-12-29,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,152.52,Turista fiel premium
Negócios,Sozinho,Hoteis,2021-11-08,2021-11-10,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,163.9,Turista Corporativo
Lazer,Casal,Hoteis,2021-12-30,2022-01-03,São José do Rio Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,762.18,Casal de fim de semana
Visitar familiares,Sozinho,Hoteis,2021-12-08,2021-12-09,São Paulo - SP,Pós-graduação,CLT,Até 3 salários mínimos,187.39,Turista Corporativo
Eventos,Família com crianças,Parques aquáticos,2021-01-27,2021-02-01,Campinas - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,570.41,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2021-01-21,2021-01-28,Campinas - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,520.54,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-06,2021-07-10,Ribeirão Preto - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,533.46,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-12-06,2021-12-09,São Paulo - SP,Pós-graduação,Aposentado,Mais de 10 salários mínimos,963.13,Casal de fim de semana
Negócios,Sozinho,Hoteis,2022-01-01,2022-01-06,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1961.31,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-12-23,2021-12-28,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,479.77,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-22,2021-12-26,São José do Rio Preto - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,541.05,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-08,2021-01-13,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,645.2,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2021-01-19,2021-01-25,Belo Horizonte - MG,Ensino Médio,Estudante,Até 3 salários mínimos,101.79,Turista econômico
Lazer,Família com crianças,Conhecer pontos turísticos principais,2021-12-24,2021-12-29,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,677.33,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-09,2021-07-14,Campinas - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,519.07,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-19,2021-07-27,Campinas - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,145.93,Turista econômico
Lazer,Família com crianças,Conhecer pontos turísticos principais,2021-07-17,2021-07-24,São Paulo - SP,Ensino Médio,Estudante,3 a 6 salários mínimos,433.44,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-01-30,2021-02-01,São José do Rio Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,637.23,Casal de fim de semana
