Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Eventos,Família com crianças,Parques de Entretenimento,2025-07-21,2025-07-28,Ribeirão Preto - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,473.12,Turista econômico
Lazer,Família com crianças,Pontos Turisticos,2025-01-02,2025-01-11,Curitiba - PR,Ensino Médio,Assalariado,3 a 6 salários mínimos,335.79,Turista econômico
Visitar familiares,Família com crianças,Pontos Turisticos,2025-12-08,2025-12-14,Ribeirão Preto - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,106.02,Turista econômico
Lazer,Família com crianças,Hoteis,2025-07-27,2025-08-03,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,637.2,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Turisticos,2025-12-25,2026-01-01,São Paulo - SP,Ensino Médio,CLT,3 a 6 salários mínimos,431.17,Turista econômico
Lazer,Família com crianças,Centros de Evento,2025-12-14,2025-12-21,São José do Rio Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,615.59,Familia de parques aquaticos
Eventos,Casal,Parques Aquáticos,2025-08-20,2025-08-26,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,301.83,Turista de Evento
Visitar familiares,Família com crianças,Pontos Culturais,2025-07-31,2025-08-06,Ribeirão Preto - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,121.75,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-12-25,2025-12-30,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1749.27,Turista fiel premium
Lazer,Família com crianças,Hoteis,2025-01-13,2025-01-17,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,526.8,Familia de parques aquaticos
Lazer,Família com crianças,Parques Aquáticos,2025-03-09,2025-03-14,Curitiba - PR,Superior Completo,CLT,6 a 10 salários mínimos,573.06,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Turisticos,2025-12-01,2025-12-10,Curitiba - PR,Ensino Médio,Assalariado,6 a 10 salários mínimos,166.21,Turista econômico
Lazer,Sozinho,Hoteis,2025-01-13,2025-01-18,São José do Rio Preto - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,171.83,Familia de parques aquaticos
Lazer,Casal,Centros de Evento,2025-04-19,2025-04-21,São José do Rio Preto - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,703.17,Casal de fim de semana
Visitar familiares,Casal,Parques de Entretenimento,2025-10-10,2025-10-14,Curitiba - PR,Superior Completo,CLT,Mais de 10 salários mínimos,1352.73,Turista fiel premium
Eventos,Casal,Parques de Entretenimento,2025-09-06,2025-09-09,São Paulo - SP,Pós-graduação,Servidor Público,3 a 6 salários mínimos,626.89,Casal de fim de semana
Lazer,Família com crianças,Hoteis,2025-10-31,2025-11-07,Goiânia - GO,Superior Incompleto,CLT,Até 3 salários mínimos,677.57,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Turisticos,2025-07-05,2025-07-09,São José do Rio Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,790.94,Familia de parques aquaticos
Lazer,Grupo de amigos,Centros de Evento,2025-05-06,2025-05-10,São José do Rio Preto - SP,Ensino Médio,CLT,6 a 10 salários mínimos,632.14,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-06-08,2025-06-09,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,335.34,Turista Corporativo
Visitar familiares,Família com crianças,Pontos Turisticos,2025-01-23,2025-02-01,São José do Rio Preto - SP,Superior Incompleto,Assalariado,Mais de 10 salários mínimos,109.05,Turista econômico
Lazer,Família com crianças,Parques Aquáticos,2025-01-22,2025-01-28,São Paulo - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,705.75,Familia de parques aquaticos
Lazer,Casal,Pontos Culturais,2025-11-16,2025-11-20,Curitiba - PR,Superior Completo,Servidor Público,6 a 10 salários mínimos,612.75,Casal de fim de semana
Lazer,Família com crianças,Pontos Culturais,2025-10-15,2025-10-21,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1705.56,Familia de parques aquaticos
Eventos,Família com crianças,Centros de Evento,2025-08-20,2025-08-26,Goiânia - GO,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,280.83,Turista de Evento
Lazer,Família com crianças,Parques Aquáticos,2025-01-18,2025-01-24,Goiânia - GO,Superior Completo,Servidor Público,Mais de 10 salários mínimos,651.81,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-23,2025-12-25,Belo Horizonte - MG,Superior Completo,CLT,Até 3 salários mínimos,194.86,Turista fiel premium
Lazer,Família com crianças,Parques de Entretenimento,2025-07-24,2025-07-31,Belo Horizonte - MG,Ensino Médio,Estudante,Mais de 10 salários mínimos,300.92,Familia de parques aquaticos
Lazer,Família com crianças,Parques de Entretenimento,2025-12-28,2026-01-02,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,465.78,Familia de parques aquaticos
Lazer,Família com crianças,Restaurantes,2025-10-19,2025-10-24,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,605.0,Familia de parques aquaticos
Lazer,Grupo de amigos,Pontos Turisticos,2025-01-09,2025-01-14,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,553.57,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques de Entretenimento,2025-12-30,2026-01-06,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,651.73,Familia de parques aquaticos
Visitar familiares,Casal,Pontos Culturais,2025-10-10,2025-10-12,Campinas - SP,Superior Completo,CLT,Mais de 10 salários mínimos,1428.2,Turista fiel premium
Lazer,Família com crianças,Centros de Evento,2025-07-21,2025-07-25,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,766.32,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques Aquáticos,2025-07-04,2025-07-11,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,722.51,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-06-02,2025-06-04,São Paulo - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,330.96,Turista fiel premium
Negócios,Família com crianças,Pontos Culturais,2025-07-11,2025-07-18,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,545.51,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Turisticos,2025-01-04,2025-01-12,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,215.97,Turista econômico
Lazer,Casal,Parques de Entretenimento,2025-11-02,2025-11-06,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,483.77,Casal de fim de semana
Visitar familiares,Família com crianças,Parques Aquáticos,2025-07-05,2025-07-13,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,345.57,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-06-04,2025-06-07,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1014.16,Turista fiel premium
Visitar familiares,Família com crianças,Pontos Turisticos,2025-07-21,2025-07-28,Campinas - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,450.53,Turista econômico
Visitar familiares,Família com crianças,Pontos Turisticos,2025-07-01,2025-07-10,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1089.0,Turista econômico
Eventos,Sozinho,Parques de Entretenimento,2025-12-29,2026-01-01,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1663.15,Turista fiel premium
Lazer,Casal,Centros de Evento,2025-01-23,2025-01-28,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,643.26,Familia de parques aquaticos
Negócios,Sozinho,Centros de Evento,2025-08-22,2025-08-25,Campinas - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,135.17,Turista Corporativo
Lazer,Casal,Parques Aquáticos,2025-04-20,2025-04-21,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,819.54,Casal de fim de semana
Visitar familiares,Família com crianças,Hoteis,2025-12-24,2025-12-26,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,979.08,Turista fiel premium
Visitar familiares,Grupo de amigos,Hoteis,2025-12-30,2026-01-02,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,1393.86,Turista fiel premium
Visitar familiares,Família com crianças,Pontos Turisticos,2025-01-18,2025-01-26,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,200.4,Turista econômico
Eventos,Família com crianças,Pontos Turisticos,2025-03-03,2025-03-10,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,351.66,Familia de parques aquaticos
Lazer,Grupo de amigos,Hoteis,2025-07-06,2025-07-10,Campinas - SP,Superior Completo,CLT,6 a 10 salários mínimos,570.66,Familia de parques aquaticos
Lazer,Sozinho,Centros de Evento,2025-12-15,2025-12-22,São Paulo - SP,Superior Incompleto,Assalariado,3 a 6 salários mínimos,720.3,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Culturais,2025-07-06,2025-07-12,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,217.49,Turista econômico
Negócios,Grupo de amigos,Restaurantes,2025-12-30,2025-12-31,Ribeirão Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,609.12,Casal de fim de semana
Eventos,Família com crianças,Pontos Culturais,2025-02-17,2025-02-25,São José do Rio Preto - SP,Pós-graduação,Aposentado,Até 3 salários mínimos,135.16,Turista econômico
Visitar familiares,Casal,Pontos Culturais,2025-12-19,2025-12-27,Ribeirão Preto - SP,Superior Incompleto,Aposentado,Até 3 salários mínimos,108.4,Turista econômico
Lazer,Família com crianças,Pontos Culturais,2025-07-05,2025-07-09,Belo Horizonte - MG,Superior Completo,Estudante,3 a 6 salários mínimos,671.19,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Turisticos,2026-01-01,2026-01-06,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,606.31,Familia de parques aquaticos
Lazer,Casal,Parques de Entretenimento,2025-09-07,2025-09-11,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,489.16,Casal de fim de semana
Lazer,Família com crianças,Pontos Culturais,2025-12-30,2026-01-06,Belo Horizonte - MG,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1641.19,Familia de parques aquaticos
Lazer,Família com crianças,Centros de Evento,2025-10-22,2025-10-27,São José do Rio Preto - SP,Pós-graduação,CLT,Até 3 salários mínimos,686.73,Familia de parques aquaticos
Negócios,Família com crianças,Centros de Evento,2025-07-26,2025-07-30,Belo Horizonte - MG,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,1035.17,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-12-15,2025-12-22,São Paulo - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,239.75,Turista econômico
Visitar familiares,Sozinho,Hoteis,2026-01-01,2026-01-05,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1986.77,Turista fiel premium
Visitar familiares,Casal,Hoteis,2025-05-01,2025-05-10,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,186.69,Turista econômico
Visitar familiares,Sozinho,Pontos Turisticos,2025-07-28,2025-08-06,Campinas - SP,Ensino Médio,Aposentado,3 a 6 salários mínimos,237.0,Turista econômico
Visitar familiares,Grupo de amigos,Hoteis,2025-12-31,2026-01-04,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,944.0,Turista fiel premium
Saúde/Bem-estar,Família com crianças,Centros de Evento,2025-12-17,2025-12-21,São Paulo - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,497.45,Familia de parques aquaticos
Lazer,Grupo de amigos,Centros de Evento,2025-07-27,2025-08-02,Goiânia - GO,Superior Incompleto,Assalariado,6 a 10 salários mínimos,690.54,Familia de parques aquaticos
Eventos,Casal,Restaurantes,2025-08-20,2025-08-24,Campinas - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,326.74,Turista de Evento
Visitar familiares,Família com crianças,Pontos Culturais,2025-07-17,2025-07-25,São Paulo - SP,Ensino Médio,Assalariado,3 a 6 salários mínimos,152.88,Turista econômico
Negócios,Família com crianças,Pontos Turisticos,2025-01-18,2025-01-23,São José do Rio Preto - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,676.36,Familia de parques aquaticos
Lazer,Grupo de amigos,Pontos Turisticos,2025-07-25,2025-08-01,Goiânia - GO,Superior Completo,Estudante,6 a 10 salários mínimos,517.56,Familia de parques aquaticos
Negócios,Casal,Restaurantes,2025-04-06,2025-04-10,Belo Horizonte - MG,Superior Completo,CLT,3 a 6 salários mínimos,790.44,Casal de fim de semana
Negócios,Sozinho,Parques Aquáticos,2025-01-27,2025-01-29,Ribeirão Preto - SP,Superior Completo,CLT,Até 3 salários mínimos,515.09,Turista Corporativo
Visitar familiares,Família com crianças,Hoteis,2025-12-31,2026-01-04,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,1140.31,Turista fiel premium
Visitar familiares,Sozinho,Pontos Culturais,2025-12-24,2026-01-02,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,476.54,Turista econômico
Lazer,Família com crianças,Restaurantes,2025-12-04,2025-12-09,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,663.25,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Pontos Turisticos,2025-04-15,2025-04-21,Ribeirão Preto - SP,Ensino Médio,CLT,3 a 6 salários mínimos,177.67,Turista econômico
Lazer,Grupo de amigos,Centros de Evento,2025-04-22,2025-04-28,Campinas - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,787.39,Familia de parques aquaticos
Eventos,Casal,Restaurantes,2025-12-29,2025-12-31,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,596.75,Casal de fim de semana
Lazer,Família com crianças,Parques de Entretenimento,2025-05-11,2025-05-15,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,3 a 6 salários mínimos,484.76,Familia de parques aquaticos
Lazer,Família com crianças,Restaurantes,2025-12-04,2025-12-09,Curitiba - PR,Superior Completo,Assalariado,6 a 10 salários mínimos,769.99,Familia de parques aquaticos
Lazer,Família com crianças,Restaurantes,2025-12-02,2025-12-07,Belo Horizonte - MG,Superior Completo,Assalariado,Até 3 salários mínimos,616.45,Familia de parques aquaticos
Lazer,Família com crianças,Parques Aquáticos,2025-07-24,2025-07-31,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,665.15,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-10-11,2025-10-15,São José do Rio Preto - SP,Pós-graduação,Assalariado,Até 3 salários mínimos,364.0,Turista fiel premium
Lazer,Família com crianças,Parques de Entretenimento,2025-12-04,2025-12-08,Belo Horizonte - MG,Superior Completo,Estudante,3 a 6 salários mínimos,577.25,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2025-12-25,2025-12-27,Belo Horizonte - MG,Pós-graduação,Assalariado,3 a 6 salários mínimos,284.94,Turista fiel premium
Lazer,Grupo de amigos,Parques de Entretenimento,2025-01-25,2025-01-31,São José do Rio Preto - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,668.82,Familia de parques aquaticos
Lazer,Família com crianças,Centros de Evento,2025-07-15,2025-07-22,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,647.24,Familia de parques aquaticos
Lazer,Casal,Parques Aquáticos,2025-01-07,2025-01-08,Goiânia - GO,Superior Completo,Aposentado,3 a 6 salários mínimos,613.36,Casal de fim de semana
Lazer,Família com crianças,Restaurantes,2025-12-10,2025-12-16,Ribeirão Preto - SP,Pós-graduação,Aposentado,Até 3 salários mínimos,207.67,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-10-15,2025-10-20,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,638.21,Familia de parques aquaticos
Lazer,Grupo de amigos,Centros de Evento,2025-07-10,2025-07-17,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,667.58,Familia de parques aquaticos
Eventos,Sozinho,Pontos Turisticos,2025-08-18,2025-08-25,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,288.29,Turista de Evento
Lazer,Família com crianças,Parques de Entretenimento,2025-12-09,2025-12-16,São Paulo - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,790.71,Familia de parques aquaticos
Lazer,Família com crianças,Centros de Evento,2025-01-29,2025-02-05,Belo Horizonte - MG,Pós-graduação,CLT,Mais de 10 salários mínimos,683.33,Familia de parques aquaticos
Lazer,Família com crianças,Parques Aquáticos,2025-07-25,2025-08-01,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,555.96,Familia de parques aquaticos
Lazer,Família com crianças,Parques Aquáticos,2025-07-22,2025-07-29,Goiânia - GO,Superior Completo,Estudante,3 a 6 salários mínimos,105.95,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-05-26,2025-05-28,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,748.74,Turista Corporativo
Negócios,Sozinho,Hoteis,2025-11-25,2025-11-28,Goiânia - GO,Superior Incompleto,Estudante,3 a 6 salários mínimos,447.04,Turista Corporativo
Lazer,Família com crianças,Restaurantes,2025-10-28,2025-11-02,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,183.74,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Culturais,2025-07-21,2025-07-29,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,130.15,Turista econômico
Lazer,Família com crianças,Parques de Entretenimento,2025-01-08,2025-01-13,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,549.97,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques Aquáticos,2025-01-16,2025-01-23,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,719.11,Familia de parques aquaticos
Lazer,Casal,Pontos Turisticos,2025-01-28,2025-02-03,Goiânia - GO,Superior Completo,Servidor Público,3 a 6 salários mínimos,101.96,Turista econômico
Negócios,Sozinho,Parques Aquáticos,2025-03-15,2025-03-19,Goiânia - GO,Ensino Médio,Servidor Público,Até 3 salários mínimos,216.72,Turista Corporativo
Visitar familiares,Casal,Parques de Entretenimento,2025-12-04,2025-12-12,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1242.11,Turista econômico
Eventos,Família com crianças,Parques Aquáticos,2025-12-30,2026-01-05,São Paulo - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,713.31,Familia de parques aquaticos
Lazer,Sozinho,Restaurantes,2025-12-31,2026-01-03,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,638.73,Casal de fim de semana
Lazer,Casal,Pontos Culturais,2025-04-14,2025-04-18,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,786.15,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Turisticos,2025-07-27,2025-08-01,Goiânia - GO,Superior Completo,Aposentado,3 a 6 salários mínimos,486.61,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-11-09,2025-11-13,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,231.71,Turista Corporativo
Visitar familiares,Família com crianças,Pontos Turisticos,2025-04-21,2025-04-29,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,153.37,Turista econômico
Visitar familiares,Sozinho,Hoteis,2025-12-25,2025-12-28,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1862.07,Turista fiel premium
Visitar familiares,Família com crianças,Hoteis,2025-12-31,2026-01-04,São Paulo - SP,Superior Incompleto,Estudante,Mais de 10 salários mínimos,1595.04,Turista fiel premium
Lazer,Família com crianças,Parques Aquáticos,2025-04-06,2025-04-07,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,711.01,Casal de fim de semana
Negócios,Família com crianças,Restaurantes,2025-07-20,2025-07-27,São José do Rio Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,478.3,Familia de parques aquaticos
Lazer,Grupo de amigos,Hoteis,2025-09-22,2025-09-29,Ribeirão Preto - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,513.98,Familia de parques aquaticos
Lazer,Família com crianças,Parques Aquáticos,2025-09-12,2025-09-17,Ribeirão Preto - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,500.25,Familia de parques aquaticos
Visitar familiares,Casal,Pontos Culturais,2025-07-05,2025-07-12,Goiânia - GO,Superior Completo,Estudante,3 a 6 salários mínimos,178.67,Turista econômico
Visitar familiares,Grupo de amigos,Hoteis,2025-12-30,2026-01-01,Ribeirão Preto - SP,Pós-graduação,Assalariado,Até 3 salários mínimos,1379.75,Turista fiel premium
Visitar familiares,Família com crianças,Pontos Culturais,2025-01-18,2025-01-25,Ribeirão Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,209.47,Turista econômico
Visitar familiares,Família com crianças,Restaurantes,2025-04-17,2025-04-25,São Paulo - SP,Superior Incompleto,Assalariado,Mais de 10 salários mínimos,168.32,Turista econômico
Visitar familiares,Sozinho,Pontos Culturais,2025-01-25,2025-01-31,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,108.43,Turista econômico
Lazer,Casal,Hoteis,2025-06-02,2025-06-06,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,544.64,Familia de parques aquaticos
Lazer,Sozinho,Parques de Entretenimento,2025-11-16,2025-11-17,São José do Rio Preto - SP,Pós-graduação,Assalariado,Até 3 salários mínimos,179.35,Casal de fim de semana
Lazer,Família com crianças,Parques Aquáticos,2025-01-15,2025-01-22,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,573.08,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-07-05,2025-07-11,São Paulo - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,331.56,Familia de parques aquaticos
Visitar familiares,Família com crianças,Restaurantes,2025-07-01,2025-07-08,Campinas - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,218.8,Turista econômico
Lazer,Sozinho,Parques de Entretenimento,2025-12-15,2025-12-20,São Paulo - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,300.69,Familia de parques aquaticos
Lazer,Grupo de amigos,Centros de Evento,2025-01-07,2025-01-14,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,554.14,Familia de parques aquaticos
Visitar familiares,Família com crianças,Centros de Evento,2025-01-29,2025-02-07,Belo Horizonte - MG,Pós-graduação,Estudante,Mais de 10 salários mínimos,1160.03,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-06-02,2025-06-05,Curitiba - PR,Pós-graduação,Estudante,Mais de 10 salários mínimos,1703.84,Turista fiel premium
Negócios,Sozinho,Hoteis,2025-10-18,2025-10-20,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,170.12,Turista Corporativo
Lazer,Família com crianças,Centros de Evento,2025-12-02,2025-12-09,São José do Rio Preto - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,732.31,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-10-13,2025-10-22,Goiânia - GO,Superior Completo,Aposentado,Mais de 10 salários mínimos,368.54,Turista econômico
Lazer,Família com crianças,Parques Aquáticos,2025-01-02,2025-01-09,Campinas - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,195.85,Familia de parques aquaticos
Lazer,Família com crianças,Parques de Entretenimento,2025-12-29,2026-01-03,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,721.41,Familia de parques aquaticos
Lazer,Casal,Hoteis,2025-06-05,2025-06-08,São Paulo - SP,Superior Completo,CLT,3 a 6 salários mínimos,440.02,Turista fiel premium
Lazer,Grupo de amigos,Centros de Evento,2025-07-27,2025-07-31,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,699.49,Familia de parques aquaticos
Eventos,Família com crianças,Hoteis,2025-12-07,2025-12-11,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,633.76,Familia de parques aquaticos
Negócios,Sozinho,Pontos Turisticos,2025-06-13,2025-06-16,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,576.57,Turista Corporativo
Lazer,Família com crianças,Centros de Evento,2025-07-09,2025-07-13,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,677.95,Familia de parques aquaticos
Visitar familiares,Família com crianças,Centros de Evento,2025-07-22,2025-07-29,Ribeirão Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,670.48,Familia de parques aquaticos
Visitar familiares,Sozinho,Centros de Evento,2025-04-29,2025-05-03,São José do Rio Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,723.37,Casal de fim de semana
Negócios,Grupo de amigos,Hoteis,2025-03-10,2025-03-12,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,172.52,Turista Corporativo
Lazer,Família com crianças,Parques Aquáticos,2025-01-24,2025-01-30,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,544.85,Familia de parques aquaticos
Lazer,Família com crianças,Restaurantes,2025-12-31,2026-01-05,Goiânia - GO,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,131.29,Familia de parques aquaticos
Lazer,Casal,Parques de Entretenimento,2025-06-27,2025-06-30,Ribeirão Preto - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,530.17,Casal de fim de semana
Saúde/Bem-estar,Grupo de amigos,Parques Aquáticos,2025-07-31,2025-08-05,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,764.24,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Pontos Culturais,2025-07-01,2025-07-06,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,539.18,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2025-01-06,2025-01-10,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,760.92,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-01-27,2025-01-29,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,224.13,Turista Corporativo
Lazer,Casal,Restaurantes,2025-01-18,2025-01-23,Campinas - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,595.43,Familia de parques aquaticos
Lazer,Grupo de amigos,Hoteis,2025-07-23,2025-07-29,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,489.97,Familia de parques aquaticos
