Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Visitar familiares,Grupo de amigos,Hoteis,2025-04-02,2025-04-04,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,400.2,Turista fiel premium
Negócios,Sozinho,Hoteis,2025-11-17,2025-11-19,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,127.75,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-07-31,2025-08-07,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,783.52,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2025-12-23,2025-12-28,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,180.23,Turista fiel premium
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-04-20,2025-04-22,Goiânia - GO,Pós-graduação,Servidor Público,6 a 10 salários mínimos,667.95,Casal de fim de semana
Visitar familiares,Sozinho,Participar de eventos da cidade,2025-07-25,2025-07-31,Campinas - SP,Superior Completo,Estudante,Até 3 salários mínimos,200.38,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-24,2025-12-28,Curitiba - PR,Superior Completo,Estudante,Até 3 salários mínimos,501.88,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-03-10,2025-03-13,Ribeirão Preto - SP,Ensino Médio,Aposentado,3 a 6 salários mínimos,134.0,Turista Corporativo
Negócios,Sozinho,Hoteis,2025-01-24,2025-01-28,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,135.89,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-10-15,2025-10-22,Campinas - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,528.92,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-01-15,2025-01-21,Goiânia - GO,Ensino Médio,Assalariado,6 a 10 salários mínimos,157.91,Turista econômico
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-07-11,2025-07-19,Campinas - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,215.16,Turista econômico
Negócios,Sozinho,Participar de eventos da cidade,2025-06-10,2025-06-13,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,192.38,Turista Corporativo
Visitar familiares,Família com crianças,Parques aquáticos,2025-01-22,2025-01-29,Belo Horizonte - MG,Superior Incompleto,CLT,Até 3 salários mínimos,218.33,Turista econômico
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-11-03,2025-11-08,São Paulo - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,615.73,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-18,2025-07-25,São Paulo - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,132.05,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-07,2025-01-14,Goiânia - GO,Superior Completo,Assalariado,6 a 10 salários mínimos,526.45,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2025-01-04,2025-01-09,Belo Horizonte - MG,Pós-graduação,CLT,3 a 6 salários mínimos,680.04,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-10-14,2025-10-21,Belo Horizonte - MG,Ensino Médio,Servidor Público,6 a 10 salários mínimos,525.98,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-05-30,2025-06-03,São José do Rio Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,581.73,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2025-12-28,2026-01-01,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,629.45,Familia de parques aquaticos
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-05-01,2025-05-08,Belo Horizonte - MG,Ensino Médio,CLT,Até 3 salários mínimos,112.19,Familia de parques aquaticos
Visitar familiares,Sozinho,Parques aquáticos,2025-01-03,2025-01-07,São Paulo - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,537.78,Familia de parques aquaticos
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-04-05,2025-04-08,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,585.39,Casal de fim de semana
Lazer,Grupo de amigos,Parques aquáticos,2025-06-15,2025-06-21,Goiânia - GO,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,144.04,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-04-21,2025-04-29,Ribeirão Preto - SP,Ensino Médio,CLT,Até 3 salários mínimos,215.65,Turista econômico
Negócios,Sozinho,Hoteis,2025-02-28,2025-03-01,Campinas - SP,Superior Completo,Assalariado,Até 3 salários mínimos,170.66,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-10,2025-12-17,São José do Rio Preto - SP,Superior Completo,Assalariado,Até 3 salários mínimos,178.52,Turista econômico
Negócios,Família com crianças,Parques aquáticos,2025-07-18,2025-07-25,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,640.52,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-08-24,2025-08-31,São Paulo - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,107.02,Turista econômico
Lazer,Grupo de amigos,Conhecer pontos turísticos principais,2025-09-05,2025-09-08,São José do Rio Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,568.61,Casal de fim de semana
Lazer,Casal,Parques aquáticos,2025-01-22,2025-01-26,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,651.01,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-23,2025-01-29,São José do Rio Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,213.45,Turista econômico
Lazer,Casal,Parques aquáticos,2025-08-21,2025-08-25,Belo Horizonte - MG,Pós-graduação,CLT,6 a 10 salários mínimos,593.6,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-10-20,2025-10-24,São Paulo - SP,Superior Completo,Aposentado,Mais de 10 salários mínimos,1489.53,Turista fiel premium
Visitar familiares,Família com crianças,Parques aquáticos,2025-12-27,2025-12-31,Goiânia - GO,Pós-graduação,Servidor Público,6 a 10 salários mínimos,639.67,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-15,2025-01-22,Belo Horizonte - MG,Ensino Médio,CLT,Até 3 salários mínimos,225.18,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-06-02,2025-06-07,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1413.48,Turista fiel premium
Lazer,Grupo de amigos,Hoteis,2025-01-27,2025-01-31,São Paulo - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,637.78,Familia de parques aquaticos
Eventos,Família com crianças,Hoteis,2025-08-18,2025-08-25,São José do Rio Preto - SP,Superior Incompleto,Aposentado,Até 3 salários mínimos,255.33,Turista de Evento
Visitar familiares,Família com crianças,Parques aquáticos,2025-12-20,2025-12-29,São José do Rio Preto - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,176.64,Turista econômico
Visitar familiares,Casal,Hoteis,2025-10-10,2025-10-15,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,121.2,Turista fiel premium
Negócios,Família com crianças,Hoteis,2025-07-17,2025-07-20,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,117.98,Turista Corporativo
Negócios,Sozinho,Hoteis,2025-06-13,2025-06-17,Curitiba - PR,Ensino Médio,CLT,3 a 6 salários mínimos,178.52,Turista Corporativo
Negócios,Família com crianças,Parques aquáticos,2025-12-13,2025-12-18,São José do Rio Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,1043.78,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-25,2025-07-29,São Paulo - SP,Pós-graduação,CLT,6 a 10 salários mínimos,766.32,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-01-26,2025-02-04,Belo Horizonte - MG,Superior Incompleto,Aposentado,3 a 6 salários mínimos,563.39,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2025-09-17,2025-09-23,Campinas - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,220.97,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-09-08,2025-09-12,Ribeirão Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,128.65,Turista Corporativo
Visitar familiares,Casal,Hoteis,2025-12-26,2025-12-31,São José do Rio Preto - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,1111.12,Turista fiel premium
Negócios,Casal,Hoteis,2025-07-07,2025-07-08,São José do Rio Preto - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,418.15,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-08-13,2025-08-14,Curitiba - PR,Pós-graduação,Assalariado,6 a 10 salários mínimos,784.83,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-01-13,2025-01-20,Goiânia - GO,Superior Incompleto,Estudante,6 a 10 salários mínimos,552.94,Familia de parques aquaticos
Eventos,Família com crianças,Parques aquáticos,2025-06-17,2025-06-22,São José do Rio Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,673.23,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-07-11,2025-07-17,São Paulo - SP,Superior Incompleto,Aposentado,Mais de 10 salários mínimos,593.35,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-07-10,2025-07-14,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,776.06,Familia de parques aquaticos
Negócios,Família com crianças,Conhecer pontos turísticos principais,2025-01-26,2025-02-04,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,516.83,Turista econômico
Negócios,Grupo de amigos,Parques aquáticos,2025-12-08,2025-12-10,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,238.63,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-02-18,2025-02-26,São Paulo - SP,Pós-graduação,Assalariado,Até 3 salários mínimos,230.05,Turista econômico
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-11-13,2025-11-17,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,773.67,Casal de fim de semana
Negócios,Casal,Hoteis,2025-09-14,2025-09-18,Goiânia - GO,Superior Completo,Estudante,Até 3 salários mínimos,152.09,Turista Corporativo
Visitar familiares,Família com crianças,Hoteis,2025-06-05,2025-06-08,Ribeirão Preto - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1442.88,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-01-08,2025-01-13,Campinas - SP,Superior Incompleto,Assalariado,3 a 6 salários mínimos,162.3,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-10-13,2025-10-20,Goiânia - GO,Superior Completo,Aposentado,6 a 10 salários mínimos,166.01,Turista econômico
Negócios,Sozinho,Hoteis,2025-05-15,2025-05-18,Curitiba - PR,Superior Completo,Estudante,Até 3 salários mínimos,1814.59,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-25,2025-02-01,Belo Horizonte - MG,Ensino Médio,Servidor Público,Até 3 salários mínimos,228.31,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-11-16,2025-11-18,Ribeirão Preto - SP,Superior Completo,CLT,3 a 6 salários mínimos,571.64,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-02-17,2025-02-24,Ribeirão Preto - SP,Superior Completo,CLT,Até 3 salários mínimos,160.87,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-22,2025-07-26,São Paulo - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,433.33,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-09,2025-12-18,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,174.04,Turista econômico
Negócios,Sozinho,Hoteis,2025-06-13,2025-06-17,Goiânia - GO,Ensino Médio,Servidor Público,Até 3 salários mínimos,149.0,Turista Corporativo
Eventos,Casal,Participar de eventos da cidade,2025-08-18,2025-08-24,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,389.57,Turista de Evento
Negócios,Sozinho,Hoteis,2025-03-04,2025-03-06,São Paulo - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,236.45,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-07-17,2025-07-24,Ribeirão Preto - SP,Superior Incompleto,CLT,Mais de 10 salários mínimos,1474.91,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-29,2025-02-06,São Paulo - SP,Pós-graduação,Estudante,Até 3 salários mínimos,243.18,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2025-04-05,2025-04-11,São José do Rio Preto - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,487.09,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-11-26,2025-12-01,São Paulo - SP,Ensino Médio,Aposentado,Mais de 10 salários mínimos,1181.6,Turista fiel premium
Lazer,Sozinho,Parques aquáticos,2025-12-28,2026-01-02,Ribeirão Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,488.52,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-23,2025-12-30,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,691.01,Familia de parques aquaticos
Lazer,Casal,Hoteis,2025-11-28,2025-11-29,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,487.04,Casal de fim de semana
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-07-31,2025-08-06,Goiânia - GO,Ensino Médio,CLT,Até 3 salários mínimos,217.64,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-08-20,2025-08-26,São Paulo - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,432.08,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-07-21,2025-07-25,Goiânia - GO,Superior Completo,Servidor Público,3 a 6 salários mínimos,738.19,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-03-11,2025-03-17,São Paulo - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,259.35,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-06-03,2025-06-08,Goiânia - GO,Superior Incompleto,Assalariado,3 a 6 salários mínimos,332.55,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-27,2026-01-03,São José do Rio Preto - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,174.55,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-14,2025-12-23,Belo Horizonte - MG,Ensino Médio,Estudante,3 a 6 salários mínimos,152.69,Turista econômico
Eventos,Grupo de amigos,Participar de eventos da cidade,2025-09-05,2025-09-10,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,310.52,Turista de Evento
Visitar familiares,Família com crianças,Hoteis,2025-10-12,2025-10-16,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,781.03,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-01-28,2025-02-03,São José do Rio Preto - SP,Pós-graduação,Assalariado,Até 3 salários mínimos,126.58,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-10-12,2025-10-19,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,742.61,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-10-25,2025-10-27,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,224.52,Turista Corporativo
Saúde/Bem-estar,Casal,Hoteis,2025-12-30,2026-01-04,Campinas - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,887.28,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-23,2025-12-31,Campinas - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,366.06,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-25,2025-02-01,Belo Horizonte - MG,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,130.06,Turista econômico
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2025-08-23,2025-08-29,Goiânia - GO,Ensino Médio,CLT,Até 3 salários mínimos,108.89,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-03,2025-01-10,Belo Horizonte - MG,Pós-graduação,Aposentado,Até 3 salários mínimos,221.81,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2025-07-21,2025-07-27,São Paulo - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,594.3,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2025-07-26,2025-08-01,Goiânia - GO,Pós-graduação,Aposentado,6 a 10 salários mínimos,608.52,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-07-24,2025-07-30,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,752.16,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-01-23,2025-01-29,Ribeirão Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,761.74,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2025-01-05,2025-01-12,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,688.3,Familia de parques aquaticos
Saúde/Bem-estar,Sozinho,Hoteis,2025-03-27,2025-03-30,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,189.35,Turista Corporativo
Eventos,Família com crianças,Conhecer pontos turísticos principais,2025-01-13,2025-01-19,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,522.97,Turista econômico
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2025-07-05,2025-07-11,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,191.8,Turista econômico
Negócios,Sozinho,Parques aquáticos,2025-12-29,2026-01-01,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,212.48,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-12-07,2025-12-13,São Paulo - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,778.19,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-03-09,2025-03-12,Ribeirão Preto - SP,Superior Incompleto,CLT,Até 3 salários mínimos,1773.27,Turista Corporativo
Visitar familiares,Família com crianças,Hoteis,2025-12-24,2025-12-29,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1111.46,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-07-08,2025-07-15,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,654.33,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-07-11,2025-07-15,Belo Horizonte - MG,Superior Incompleto,Servidor Público,Até 3 salários mínimos,419.23,Familia de parques aquaticos
Visitar familiares,Sozinho,"Restaurantes, parques, saídas à noite",2025-12-02,2025-12-06,Goiânia - GO,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1596.87,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-07-25,2025-08-01,Goiânia - GO,Ensino Médio,Aposentado,6 a 10 salários mínimos,526.43,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2025-01-17,2025-01-21,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,502.49,Familia de parques aquaticos
Visitar familiares,Casal,Parques aquáticos,2025-12-20,2025-12-27,São José do Rio Preto - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,639.14,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-07-16,2025-07-20,São Paulo - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,1609.19,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2025-07-17,2025-07-23,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,498.72,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-10-31,2025-11-01,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,643.28,Casal de fim de semana
Negócios,Família com crianças,Conhecer pontos turísticos principais,2025-01-07,2025-01-15,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,238.9,Turista econômico
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-10-02,2025-10-07,Curitiba - PR,Superior Completo,Assalariado,6 a 10 salários mínimos,687.36,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2025-12-17,2025-12-22,Goiânia - GO,Superior Completo,Assalariado,Até 3 salários mínimos,704.51,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-16,2025-07-22,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,355.08,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-07-03,2025-07-07,São Paulo - SP,Superior Completo,Aposentado,Mais de 10 salários mínimos,776.31,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-05-26,2025-06-01,Campinas - SP,Ensino Médio,CLT,Até 3 salários mínimos,215.21,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2025-07-26,2025-08-01,São Paulo - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,795.7,Familia de parques aquaticos
Lazer,Sozinho,"Restaurantes, parques, saídas à noite",2025-09-05,2025-09-09,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,647.79,Casal de fim de semana
Lazer,Sozinho,Parques aquáticos,2025-07-12,2025-07-17,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,786.51,Familia de parques aquaticos
Eventos,Família com crianças,Hoteis,2025-06-02,2025-06-06,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,3 a 6 salários mínimos,1016.47,Turista fiel premium
Visitar familiares,Família com crianças,Hoteis,2025-12-23,2025-12-27,Belo Horizonte - MG,Pós-graduação,Estudante,Mais de 10 salários mínimos,959.54,Turista fiel premium
Eventos,Família com crianças,Participar de eventos da cidade,2025-05-07,2025-05-13,Goiânia - GO,Superior Incompleto,Assalariado,Mais de 10 salários mínimos,303.07,Turista de Evento
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-03-07,2025-03-15,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,166.61,Turista econômico
Lazer,Sozinho,Parques aquáticos,2025-01-14,2025-01-19,São Paulo - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,760.77,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-14,2025-07-23,Ribeirão Preto - SP,Superior Incompleto,CLT,Até 3 salários mínimos,144.71,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-04,2025-01-10,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,778.39,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-05-01,2025-05-05,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,685.65,Casal de fim de semana
Lazer,Casal,Parques aquáticos,2025-07-31,2025-08-07,São Paulo - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,564.45,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-21,2025-12-28,Curitiba - PR,Ensino Médio,Aposentado,6 a 10 salários mínimos,203.56,Turista econômico
Lazer,Casal,Parques aquáticos,2025-07-29,2025-08-04,São Paulo - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,570.1,Familia de parques aquaticos
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-07-20,2025-07-26,Goiânia - GO,Ensino Médio,Estudante,Até 3 salários mínimos,160.59,Turista econômico
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-07-06,2025-07-13,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,756.22,Familia de parques aquaticos
Saúde/Bem-estar,Grupo de amigos,Participar de eventos da cidade,2025-08-28,2025-09-01,Curitiba - PR,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,418.43,Turista de Evento
Lazer,Casal,Participar de eventos da cidade,2025-08-21,2025-08-25,Curitiba - PR,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1703.87,Turista de Evento
Visitar familiares,Casal,Hoteis,2025-10-10,2025-10-14,Ribeirão Preto - SP,Ensino Médio,Assalariado,Mais de 10 salários mínimos,1920.78,Turista fiel premium
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-12-07,2025-12-13,Curitiba - PR,Superior Completo,Estudante,6 a 10 salários mínimos,582.64,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-21,2025-01-27,Ribeirão Preto - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,617.79,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-14,2025-07-20,Goiânia - GO,Superior Completo,Servidor Público,6 a 10 salários mínimos,561.07,Familia de parques aquaticos
Eventos,Família com crianças,Conhecer pontos turísticos principais,2025-01-16,2025-01-24,Curitiba - PR,Ensino Médio,Estudante,6 a 10 salários mínimos,186.32,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-23,2025-07-27,São Paulo - SP,Superior Incompleto,CLT,Mais de 10 salários mínimos,680.26,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-19,2025-01-28,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,195.18,Turista econômico
Negócios,Família com crianças,Parques aquáticos,2025-12-17,2025-12-21,Curitiba - PR,Ensino Médio,Assalariado,6 a 10 salários mínimos,790.16,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2025-01-24,2025-01-29,São José do Rio Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,589.68,Familia de parques aquaticos
Visitar familiares,Família com crianças,Participar de eventos da cidade,2025-08-19,2025-08-25,São José do Rio Preto - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,873.11,Turista de Evento
Visitar familiares,Casal,Hoteis,2025-12-24,2025-12-29,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,994.24,Turista fiel premium
Eventos,Casal,Participar de eventos da cidade,2025-08-21,2025-08-28,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,1097.1,Turista de Evento
Lazer,Casal,Participar de eventos da cidade,2025-04-28,2025-05-02,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,618.66,Familia de parques aquaticos
